user,location,text
Yesid58226034,,"Muchos son los CORAZONES, llenos de AMOR, FRATERNIDAD, AFECTOS Y TODO LO POSITIVO por el bien y la perfecta salud de nuestro hermano y líder GUSTAVO PETRO .
#CadenaDeAfectosPorPetro 
#PetroEstamosContigo .
  V E N C E R E M O S . https://t.co/UsU0HHPgTl"
bocasoy,"Valle del Cauca, Colombia","#CadenaDeAfectosPorPetro fuerza petro, aquí te necesitamos https://t.co/NM9EptFY2r"
carlos09sierra,Colombia,"#CadenaDeAfectosPorPetro No solo es un hombre, son sus ideas y propuestas , Petro , al igual que Gaitan es un pueblo https://t.co/e3WoraSrn0"
palobonitonobi1,,Fuerza Gustavo Petro Urrego vamos para atrás no para dar impulso #CadenaDeAfectosPorPetro
Quiroz4Dani,,Le deseo una pronta y total recuperación Señor Gustavo Petro por su familia y por los que creemos en usted. 🙏 #CadenaDeAfectosPorPetro
teurgista,,"Profundamente esperanzado y tranquilo con la noticia que @petrogustavo salió bien de su cirugía. Le deseo una pronta recuperación, aunque tengo muy claro que su voz beligerante y fecunda no esperará a su cuerpo para levantarse.  #CadenaDeAfectosPorPetro"
Olivertweettss,Altos Del Golàn ,"Ese hijueputa no es ni serio! ilusionar a uno de esa manera, lo que tiene es una hp gastritis🙄 #CadenaDeAfectosPorPetro"
jrnv96,El país más corrupto del mundo,"#CadenaDeAfectosPorPetro
Siempre adelante @petrogustavo vas a salir victorioso de esta y de muchas más. Hoy más que nunca te deseo la mejor de las energías y mucha fortaleza."
Rios53Rios,POPAYAN,#CadenaDeAfectosPorPetro  #LosGustavos .Suspenso y Misterio el nuevo novelón de @GustavoBolivar . https://t.co/LgCz34rSBQ
jaimealfonso71,Onzaga  (Santander)  Colombia.,"Gustavo Petro, qué sería de Colombia sin usted??#CadenaDeAfectosPorPetro"
sonick_seven,bogota,"#CadenaDeAfectosPorPetro como ser humano le deseo que su estado de salud mejore.

Uno de los grandes lideres politicos de este país"
alejac0518,colombia,"#CadenaDeAfectosPorPetro

Vamos Petrosky 💪🏻"
SoyLaIndolente,Al fondo a la izquierda ,#CadenaDeAfectosPorPetro 💪❤️ se le quiere @petrogustavo
Santiago_V1,"Guadalajara de Buga, Colombia",#CadenaDeAfectosPorPetro  @petrogustavo mucha fuerZa ! Recuperese pronto para que siga peinando a todas esas ratas !!!!!
Carlos61859821,Narnia,"Todos unidos en oración por @petrogustavo 🙏 hoy mas que nunca #SigamonosLosBuenos2020
#DespiertaColombia #UribeEsElCáncerDeColombia #NoMasUribe 
#CadenaDeAfectosPorPetro"
Cadenauribista,"Bogotá, D.C., Colombia",Fuerza cacas tu eres una mierda dura #CadenaDeAfectosPorPetro
espirituesencia,,"#CadenaDeAfectosPorPetro #FuerzaPetro  #PetroEstamosContigo  #CadenaDeAfectosPorPetro  #CadenaDeAfectosPorPetro         # PetroEstamosContigo
#FuerzaPetro https://t.co/NOydAZDGb6"
LaoCaceres,"bogota,colombia",Me alegra tantísimo saber que salió estable de su cirugía ....aquí seguimos apoyándolo pronta recuperación que su pueblo lo espera @petrogustavo #CadenaDeAfectosPorPetro
carlos09sierra,Colombia,#CadenaDeAfectosPorPetro  #CadenaDeAfectosPorPetro desde la costa norte de Colombia un inmenso y amoroso abrazo para @petrogustavo @andreapetro91
HOLLMANMORRIS,"Bogotá, D.C., Colombia","Los invitamos a enviar un video de fortaleza a @petrogustavo con el #CadenaDeAfectosPorPetro.

Siga la transmisión en vivo por el @Tercer_Canal en este link en minutos. https://t.co/fArmVgV97X https://t.co/VDBROWboVh"
spcm3,,"Bendiciones!!Pronta recuperación. Este país necesita de su inteligencia.
#CadenaDeAfectosPorPetro"
diegonoticiass,"Bogotá, D.C., Colombia","JAJAJAJ ESTOS COSTEÑOS SON UNA RISA. 🤣🤣🤣🤣🤣
 https://t.co/tTo6RQCsZE
#cuidarnuestrosmedicoses
#CadenaDeAfectosPorPetro"
Reybarrerav,Kli,#CadenaDeAfectosPorPetro lo q le pasó a Petro nos va a pasar a todos por consumir alimento envenenados e importados sin control ahí no hay ica ni invima porq son la misma mafia del Coronavirus y están con la corrupción
ArianaAladin,Colombia,"@NoticiasCaracol @petrogustavo A #CadenaDeAfectosPorPetro les decimos: #PetroMiente, es #PuraPAJA 
Pedimos @CorteSupremaJ y @PGN_COL de @fcarrilloflorez que investiguen al Senador Petro quien utiliza su SALUD y una Endoscopia q ya se había hecho en Colombia, para justificar su ausencia en sesiones del Congreso"
juanfernandodt,Madrid,"Una ola de apoyo y cariño para toda su familia. Gustavo Petro, operado con éxito en el Cimeq en La Habana.
https://t.co/H7otupHvI6
#FelizLunes #CadenaDeAfectosPorPetro #LunesDeGanarSeguidores https://t.co/6IPIqWje8I"
Lucas89777309,,"Al periodismo ""independiente"" le digo que deben leer ésto también.
#NoMasLey100 
#COVID2019 
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro 
#ClaudiaIrresponsable 
#ClaudiaLopezOportunista https://t.co/wcdoircFYC https://t.co/fr2LnhVvIr"
matarife82,,"#CadenaDeAfectosPorPetro
Señor petro recupérese para el 2022 y asuma el cargo de presidente de colombia https://t.co/3Z5qrFdMa4"
carlos09sierra,Colombia,"#CadenaDeAfectosPorPetro Todo mi cariño, amor y respeto para @petrogustavo @andreapetro91 @GustavoBolivar @DavidRacero"
espirituesencia,,"Le viene bien al LONDOÑO Facista d Logia ALZATISTA y  cartel URIBEños q Convirtieron este país en su platanal  x eso tienen otro Fantoche  Títere, cómo SubPreDte, terminando de DEFECARLO  #CadenaDeAfectosPorPetro 
#FuerzaPetro Petro https://t.co/423YYViSIz"
miguelalejopaez,,#CadenaDeAfectosPorPetro que Dios te saque adelante Petrosky
andresvera2021,cali valle,Gracias mi señor Jehová Dios por conservar y proteger a nuestro líder con el cual tendremos una COLOMBIA HUMANA. #CadenaDeAfectosPorPetro #FuerzaPetro
PaoRusso08,Barranquilla/Colombia,@nicolaspetroB Dios es su médico. Todo saldrá bien 🙏 No sé que será de Colombia sin usted #FuerzaPetro  #CadenaDeAfectosPorPetro
SamuelPeCano,"Medellín, Colombia","#cadenadeafectosporpetro estoy completamente feliz al saber que @petrogustavo salió bien de su cirugía. Espero de todo corazón que el senador se recupere pronto, ¡miles de abrazos y buenas energías!"
skayef0506,BOGOTA,Fuerza @petrogustavo estamos contigo #CadenaDeAfectosPorPetro https://t.co/vBlX3XKSyZ
Rafa_S_Granados,La Ruta Del Sol,@PoIiacrilamido @Mrblanco19 #CadenaDeAfectosPorPetro Para que se muera de verdad.
RobertoMTico,"Bogotá, D.C., Colombia","Lo importante es que salio bien la cirugía

Listo para gobernar @petrogustavo 

#CadenaDeAfectosPorPetro https://t.co/zCswIHVZKg"
Paticita222,Colombia,Dios lo bendiga y proteja #CadenaDeAfectosPorPetro
ArleyMartinez70,,"#CadenaDeAfectosPorPetro
Este mercado se lo entregaron a una colombiana en España

Y que no nos vengan con el cuento de que el Estado no tiene plata, porque harta plata que nos roban los politicos a diario. https://t.co/Q2AUAdC9lP"
Gongora65Jorge,,"Como es posible que un periódico de circulación nacional se preste para difundir una noticia falsa, una ENDOSCOPIA no es una CIRUGÍA. Hasta en esto este asqueroso personaje es un fraude. #CadenaDeAfectosPorPetro #PetroMiente https://t.co/EhOolDEIyA"
Carlos61859821,Narnia,"Gracias a Dios uno de nuestros líderes más importantes de Colombia salió bien, todos a unirnos a la cadena de Oración para @petrogustavo 🙏
#CadenaDeAfectosPorPetro"
Marioceron01,Pasto,Todo saldrá bien #cadenadeafectosporpetro
ladycord,Cali - Colombia,"Aunque a veces no estoy del todo de acuerdo con sus declaraciones, @petrogustavo ha sido un mejor líder político que el payaso que nos está gobernando. Le deseo pronta recuperación, mucha fortaleza que usted saldrá victorioso. #CadenaDeAfectosPorPetro"
Mauro29682021,,#cadenadeafectosporpetro ojalá se recupere y llegue mejor que antes
MamertoMayor,Colombia,"@MafeCarrascal @petrogustavo @nicolaspetroB @sofia_petro @andreapetro91 Todo el apoyo a nuestro mesías. Gracias. 

#CadenaDeAfectosPorPetro"
ArianaAladin,Colombia,"@JuanCamilo @FSFB_Salud A los de #CadenaDeAfectosPorPetro les decimos una y otra vez que el pastorcito mentiroso @petrogustavo al sentirse pillado en Cuba donde asistió al FORO COMUNISTA Latam, no le quedó  otra q hacerse una  nueva BIOPSIA para justificar su ausencia sin permiso del Senado.Pendejos NO!"
Henbertcito,"Bogotá, Colombia","#cadenadeafectosporpetro??? @petrogustavo ""Hice toro ese llanto por una endoscopia"", realmente los que le creen cada babosada son muy idiotas, ¿cirugía una pinche endoscopia? https://t.co/AhrZEJzTQm"
JorgeLopez_g0,,"#CadenaDeAfectosPorPetro La sonda con la que le hicieron la ENDOSCOPÍA (no cirugía) a Petro seguro salió oliendo como si le hubieran hecho una colonoscopía, jajaja pobre Petrismo si es que creé mucha 💩."
AdAstra4643,"Medellín, Colombia",#cadenadeafectosporpetro todo muy bien
dannyskydive,Colombia,"Esta alborotada esa bodega, y lo peor el sensei rascandose las huevas en cuba y haciendole pistola y roscas a todos sus fanaticos. CABRON #CadenaDeAfectosPorPetro"
LuisBdsBno,¡Ciudad Sorpresa!,"Para generar confianza, Petro debe transmitir en vivo su operación y que la narre William Vinasco.
#CadenaDeAfectosPorPetro"
ByHumana,Tunja-Boyacá,"#CadenaDeAfectosPorPetro 
En un momento azaroso impredecible solo la fuerza que sobre uno han puesto, solo la fuerza que uno ha despertado, puede salvarlo, puede salvarlo
...
Porque el amor es certeza
la certeza de la vida https://t.co/b8eHwOtUbD"
tereherre,,"De esta saldrá bien nuestro querido, valiente y honesto Senador @petrogustavo #CadenaDeAfectosPorPetro"
JaviOnekenobi,,"Pedir una #CadenaDeAfectosPorPetro y no una #CadenaDeOracion demuestra el ateismo brujo y santero de los comunistas latinoamericanos disfrazados de ""socialistas"". Un hombre sin Dios, es un hombre sin ley. Otro falso positivo del mitomano Petro convertido en simple ""ENDOSCOPIA""."
lafigueroas,COLOMBIA,"@petrogustavo tu eres grande, te llevo en mi alma, confío en Dios para que los resultados mañana sean un éxito y sigas dando lora como solo tu sabes hacerlo. Te necesitamos. #CadenaDeAfectosPorPetro"
diegonoticiass,"Bogotá, D.C., Colombia","Duque es mi presidente duelale a quien le duela.

At: Nadie Nadie Nadie
Cc 11111111111111

#CadenaDeAfectosPorPetro
#FelizLunes"
jhonhq77,,#CadenaDeAfectosPorPetro vamos con toda Petro 👍🏻
moralesjhonny,zipaquira / colombia ,#CadenaDeAfectosPorPetro por que Colombia necesita mas personas como usted que no se venden
farcila20,,"#CadenaDeAfectosPorPetro la salud cubana es milagrosa, Petro no tiene nada, los médicos le entregarán los resultados y la orden de no investigación a la Corte."
espirituesencia,,"@MIsabelRueda  Petro ha Explicado, q El Sr. Gutiérrez no es su Familiar. En cambio Tenebroso Sr de l@s URIBEños si tiene familiares i. Su Senador j. bdulio, primo d Pablo Escobar es d ese cartel URIBEños.,Informe Se 
#FuerzaPetro  #CadenaDeAfectosPorPetro 
#PetroEstamosContigo"
JorgeLopez_g0,,"#CadenaDeAfectosPorPetro ""Quédate con es@ que vaya a votar por Petro, si es@ se traga todas sus mentiras, seguro te creerá las tuyas""
Gustavo Bolívar."
LaDerecha2,Colombia,El señor Jesús te guarde eres la persona  que necesita este país para presidente. #CadenaDeAfectosPorPetro
Mauro0760,Medellín,"Hoy recibimos muy buenas noticias sobre la salud de @petrogustavo, ¡mañana serán mejores! #CadenaDeAfectosPorPetro 
#FuerzaPetro 
#FuerzaPetroEstamosContigo"
LuisBdsBno,¡Ciudad Sorpresa!,El único delito que ha cometido @petrogustavo es el haberse robado nuestros corazones. ❤️ #CadenaDeAfectosPorPetro https://t.co/j0ndROPLJ1
JimmyPsicol,"Bucaramanga, Colombia","¿Entonces en Cuba trataron y curaron el cáncer al senador Iván Cepeda? ¿Entonces el senador Petro también se puso en manos DEL MISMO equipo que trató a Cepeda? Sabia decisión. Creo en la capacidad de los médicos colombianos, pero tenemos DERECHO a elegir
#CadenaDeAfectosPorPetro https://t.co/g87ySqRSo4"
JohnLpe03302925,🇨🇴🇺🇲🇻🇪🇨🇱🇵🇦🇲🇽,#CadenaDeAfectosPorPetro Ojala al TERRORISTA  le salgan los exámenes médicos bien y sin anomalías.
CelsoCelfido,,#CadenaDeAfectosPorPetro saldrás adelante
Pablo20020649,,"Por una puta endoscopia nadie se muere, el verdadero cancer es el  es#CadenaDeAfectosPorPetro"
JorgeLopez_g0,,"#CadenaDeAfectosPorPetro Los mismos que creen que los médicos en Colombia y en el mundo, mueren ante el covid 19 por la ley 100, creen que una endoscopia es una cirugía 🤣 así o más hijueputas de imbéciles?"
feloplus,"Lorica, Colombia",Vamos Gustavo Petro eres fuerte en todas las dificultades. Tu pueblo te apoya en momentos tan difíciles. #CadenaDeAfectosPorPetro
Victor_V69,,"#CadenaDeAfectosPorPetro
Fuerza próximo presidente de Colombia"
wilmerbermudezo,,"Lo necesitamos es el verdadero y legítimo Presidente de Colombia, la mejor vibra Presidente. #CadenaDeAfectosPorPetro"
joguiromo,Colombia,"#EnElMundoMiMi de
#FelizLunes
#CadenaDeAfectosPorPetro
#HéroesEnLaVía
#ElPelitoSanador
Cartagena
Carrasquilla
ENDOSCOPÍA
América vs Nacional
Cuba
Fernando Londoño

Para #CuidarNuestrosMedicosEs necesario garantizar su comodidad en Colombia, porque desafortunadamente hay mucho... https://t.co/x16mOBQvLM"
Jeshus_f7,"Antioquia, Colombia","Bolsas con fajos de dinero y un extrañoviaje a cuba que no ha podido explicar. Solo se inventa un ""favor"" y un ""cáncer"" que luego ambos son desmentidos. Y salen con #CadenaDeAfectosPorPetro por sus mentiras."
AndresilloCas,Bogotá-Colombia,"@petrogustavo  has estado presente en muchísimas oraciones de los Colombianos, que la fuerza y el amor nunca te falten. ¡Recupérate!       #CadenaDeAfectosPorPetro #FuerzaPetro #PetroEstamosContigo https://t.co/iX9DORz1Tr"
AlexGmezPetro,Bogotá D.C.,"#CadenaDeAfectosPorPetro Apreciado primo Gustavo, recuperese pronto, hay que seguir insistiendo en las buenas causas. Ánimo y muchos saludos."
ideavila1,"Bogotá, D.C., Colombia",Que sean Jesús ( Dios) limpiando con su poderosa sangre esas imperfecciones de su esófago y lo devuelva sano y con más brío. Amen  #CadenaDeAfectosPorPetro
alvahe0317,BOGOTA,"Gracias Dios por meter tu mano poderosa, seguiremos orando para que todo marche de la mejor manera.#CadenaDeAfectosPorPetro"
alejo8923,,"Es una lucha de todos y venceremos. 
#CadenaDeAfectosPorPetro https://t.co/r0y2rgKpiw"
pachodiez,"Cali, Colombia",Demasiado ego en los que rodean a @petrogustavo y su #CadenaDeAfectosPorPetro   No son capaces de pedir cadena de ORACION porque su humildad no da para tanto. Al senador que Dios lo acompañe en su salud
Tierra_pmab,,Toda la bonita energía para @petrogustavo para su pronta y total recuperación.  Lo esperamos pronto en el debate político de nuestra Colombia #CadenaDeAfectosPorPetro
ideavila1,"Bogotá, D.C., Colombia",Resucitó con Jesús.  #CadenaDeAfectosPorPetro
angola_tuma80,,#CadenaDeAfectosPorPetro siempre adelante
espirituesencia,,"#FuerzaPetro  #FuerzaPetroEstsmidContigo
#CadenaDeAfectosPorPetro  Sra @MIsabelRueda aclare sus inquisidoras ""Dudas"" eprocedimiento Endoscopico es Invasivo puede tomar Muestras para  Biopsia+HACER ANALISIS Patológico confirmando o descartando HIPOTESIS CLINICA @WRadioColombia https://t.co/hXjHh00nrI"
Gongora65Jorge,,"En mi vida me han hecho endoscopias, no sabia que se debía hacer show, noticias, cadena nacional por un examen, algo que es normal para el resto de la población, pero no para el ex terrorista, ex pésimo alcalde, podrido senador, presidente de Narnia. #CadenaDeAfectosPorPetro"
flacop77e,,A partir de hoy se empieza a ganar esta batalla hoy por tu salud y en elección con tu precidencia por q no abra fraude q nos venza toda nuestra fe puesta en tu recuperación #CadenaDeAfectosPorPetro
alejo8923,,"Gracias @petrogustavo
#CadenaDeAfectosPorPetro https://t.co/Fn5ZEEQfgL"
El_Mono_Polio,"Bogotá, DC, Colombia","Ya entendimos que los conductores y vehículos oficiales deben ser para transportar médicos y no generales, ministros, congresistas y magistrados?

@IvanDuque #CadenaDeAfectosPorPetro #FelizLunes"
Maria06_23,"Isla de Francia, Francia","#CadenaDeAfectosPorPetro Gracias a Dios le fue bien a Gustavo Petro, lo tendremos para rato."
JoseLeyton08,,"#CadenaDeAfectosPorPetro
#FuerzaPetro  estamos contigo.💪💪"
NubiaMartnez7,,"#CadenaDeAfectosPorPetro Senador pronta recuperación Dios permita que todo salga muy bien, Colombia lo necesita."
VictorMarenco,"Barranquilla, Colombia",@HOLLMANMORRIS Gracias @HOLLMANMORRIS nuestra solidaridad con @petrogustavo y su pronta recuperación. #CadenaDeAfectosPorPetro #FuerzaPetro
CARLOSANDRESTR3,,A Petro que Dios lo bendiga y sabemos que se va a recuperar y va ha seguir luchando por un mejor país para todos #CadenaDeAfectosPorPetro
Navegandita,Montréal,"esta foto representa bien a @petrogustavo: no es con los brazos en alto, como un vencedor, sino abiertos como si quisiera abrazar a todo su pueblo al mismo tiempo.

te quiero mucho, mi petrico 💕

#CadenaDeAfectosPorPetro https://t.co/KUAKr0oAjg"
GustavoBolivar,"Escritor,empresario, demócrata","Final de Hilo: Hoy se le practicó una endoscopia con barrido de mucosa y submucosa en la unión gastroesofágica para ratificar o descartar si las células de esa lesión, q sí existe,  son cancerígenas o no lo son.
Mañana o pasado mañana lo sabremos.
#CadenaDeAfectosPorPetro
Gracias"
imaginerante,,"Porque en éste momento necesitamos grandes lideres con una visión histórica y global. No solo ""gerentes"" de la riqueza para unos y la miseria para muchos #CadenaDeAfectosPorPetro"
YAQUEHERLO,medellin,"Dios nos libre de tener a petro de presidente, no merece  ser nuestro presidente#CadenaDeAfectosPorPetro"
Jeshus_f7,"Antioquia, Colombia","Obvio que que Petro se va a curar, sí nunca ha tenido nada 😂 ahora sale con un papelito firmado por médicos cubanos para decir que si era verdad.  Tarde o temprano la justicia divina llegará!
#CadenaDeAfectosPorPetro no se puede morir sin pagar en vida por sus crímenes y robos"
nancy2142,Colombia,#CadenaDeAfectosPorPetro q farsa ....  terrible ahora gustavo Bolivar  dice que no es confirmado q tenga cáncer
vozpopulsiglo21,Bogotá DC Col.,#CadenaDeAfectosPorPetro... De Afectos..De Empuje..De Buena Voluntad..De Unión..De Pronta y Total Recuperación.. De 2022 Petro Presidente..De Superación A La Sucesión De Desgobiernos y Corrupción Del Parásito Stablishment Continuado A Hoy Ab/13/2020 @petrogustavo @GustavoBolivar https://t.co/DcZJ8GMetq
FabianHerreraM5,Manizales - Colombia ,"Al menos por este lado iniciamos muy bien la semana. Ánimo senador @petrogustavo #CadenaDeAfectosPorPetro https://t.co/DX3iXTbXq3 vía 
@elespectador"
PinedaPinza,,"#CadenaDeAfectosPorPetro
Desde La Argentina Huila Humana, continuamos en oración por la salud de Gustavo Petro. Deseamos su pronta recuperación."
Marfrim,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
No importa que salgan bien o mal, Los tratamientos hoy en día son muy efectivos si se hacen a tiempo"
Jeshus_f7,"Antioquia, Colombia","Yo no me imagino un mamerto en Ecuador, Italia, España o EEUU. Afortunadamente en Colombia #TenemosPresidente hasta para los mamertos, por eso
#CadenaDeAfectosPorPetro y sus mamertos

#FelizLunes"
RomanorojoDrb,BOGOTÁ ,"@Orlandoisazav La cirugía salió bien, toca esperar los resultados. 

A reforzar la #CadenaDeAfectosPorPetro https://t.co/ZBUUjm6xcC"
frenseal,Colombia,"#CadenaDeAfectosPorPetro “Hay hombres q luchan un día y son buenos. Hay otros que luchan un año y son mejores. Hay quienes luchan muchos años y son muy buenos. Pero los hay que luchan toda la vida: esos son los imprescindibles.” Bertolt Brecht. Ese es Petro.
#PetroIndestructible"
marycellrodrig2,,"#CadenaDeAfectosPorPetro Vamos Petro todo va a salir muy bien con la ayuda de Dios, con tu coraje y grandeza de corazón junto a la buena energía de millones que te deseamos lo mejor, esto va a ser tan solo otra piedra en el zapato de las miles que has saltado."
RomanorojoDrb,BOGOTÁ ,"@_willcastillo_ La cirugía salió bien, toca esperar los resultados. 

A reforzar la #CadenaDeAfectosPorPetro https://t.co/5tGu35IIor"
RomanorojoDrb,BOGOTÁ ,"La cirugía salió bien, toca esperar los resultados. 

A reforzar la #CadenaDeAfectosPorPetro https://t.co/C2yhAZUOtO"
Ecosofista87,"Bogotá, Colombia",#CadenaDeAfectosPorPetro  @petrogustavo Las mejores recuperaciones te deseamos
JamesSn53082504,,"#CadenaDeAfectosPorPetro PETRO es pueblo, campo, tecnología, futuro.y paz.

Fuerza PRESIDENTE 
 
Te necesitamos para salir adelante🇨🇴🐝🕊👏🏽🌲 https://t.co/RcSeV2EUvg"
Luisantonia,Pacha Mama 🐝🌻🦉🦇💦💫 🌍🌎🌏,"Desde #Cuba, reportan cirugía exitosa a Gustavo Petro https://t.co/VapovUy8mc a través de @eltiempo
 #CubaEsSalud #CadenaDeAfectosPorPetro"
checonguero,"Miami, FL","Si Dios hubiese nacido aquí, sería un pescador! #CadenaDeAfectosPorPetro #FuerzaPetro @petrogustavo @GustavoBolivar @FisicoImpuro @Hablamachetero @Otohiguita @LaOrejaRoja @FranciaMarquezM @ISAZULETA @HOLLMANMORRIS @LuzMBernalParra @CarolV0809 @DavidRacero @JaguarDespierto https://t.co/X3WCBrfPA6"
Escarma1,Colombia,@ammejiaaguado @petrogustavo Yo apoyo a #CadenaDeAfectosPorPetro
james_sincelejo,Region Caribe,#CadenaDeAfectosPorPetro la vida esta por encima de la economía.
guitrespalacios,,"#CadenaDeAfectosPorPetro

Petro saldrá de esta y ganará nuevamente la presidencia en el 2022.
 
Te quiero y estoy contigo."
jorgerojas_co,"Medellín, Colombia","#CadenaDeAfectosPorPetro No soy Petrista básicamente porque no apoyo una nueva candidatura suya a la presidencia, pero mi admiración por sus propuestas me generan un gran afecto, fuerza Petrosky!"
NohraHeredia,,"@GustavoBolivar Estimado Senador..no creo tengamos que enviar exámenes a Patricia Janiot seudoperiodista INTRUSA en la vida privada de Petro, ni a la Rueda..ni a nadie. Pido respeto para Petro y no le demos explicaciones a nadie.#CadenaDeAfectosPorPetro"
cristhianhs21,,Por el mejor congresista que ha elejido el pueblo colombiano #CadenaDeAfectosPorPetro
MafeCarrascal,"Bogotá, D.C., Colombia","Dicen que el parte de la cirugía es positivo, seguimos mandando la mejor de las energías a @petrogustavo y a su familia @nicolaspetroB @sofia_petro @andreapetro91.

#CadenaDeAfectosPorPetro"
jairoalbag,"Bogotá, Colombia","Cómo pueden hacer viral una noticia de estas, hay temas más importantes que agobian al país, que bueno que salió bien este narcoguerrillero, pero el tema de los médicos, enfermeros, los empresarios, los trabajos, la economía, los colegios y universidades #CadenaDeAfectosPorPetro"
Riyel02,"Manizales, Colombia",#CadenaDeAfectosPorPetro Esperemos que pronto se encuentre con Hugo Chávez 👍🏾🙏🏾🤲
AntonioJosRoja1,"San Juan de Pasto, Colombia. ","#CadenaDeAfectosPorPetro  Fuerza y pronta recuperación, Colombia lo necesita @petrogustavo. Saludos desde la tierra del Galeras, desde San Juan de Pasto (N)."
petropresident3,,"Me siento conmovido por la noticia de @petrogustavo. Yo también sueño con una Colombia Humana y eso no me hace ni extremista ni comunista. ¡Ánimo, senador, usted saldrá adelante. Gracias por tanto! #FuerzaPetro #ColombiaHumana #CadenaDeAfectosPorPetro"
PinedaPinza,,"Demostremos nuestro afecto a Gustavo Petro, haciendo un esfuercito más por una Colombia Humana.
#CadenaDeAfectosPorPetro"
Lucas89777309,,"#LeCreoAPetro 
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
Solo a psicópatas inhumanos se les puede ocurrir que el INCORTUPTIBLE, INQUEBRANTABLE GUSTAVO PETRO URREGO se pueda causar daño a si mismo 😭
#NoMasLey100 https://t.co/DcdjLCaXVs"
willymartinezbl,Bucaramanga,"@GustavoBolivar agradece las oraciones de la izquierda colombiana por examen médico a Petro. ""De rodillas"" en #CadenaDeAfectosPorPetro https://t.co/6WHPp09URf"
camilovelasco99,Colombia,"Fuerza @petrogustavo te necesitamos y todo saldrá bien en voluntad de Dios. 
#CadenaDeAfectosPorPetro https://t.co/yguqVpxy3d"
nilsacaperagma1,,"#CadenaDeAfectosPorPetro, todo saldrá bien mi Presidente, Dios ofrece batallas a sus mejores guerreros..."
JosMeza41084330,,"#CadenaDeAfectosPorPetro
Dios está con udted 🙏🙏🙏"
kapecho89,,"Petro el país te necesita de esta vamos a salir.
#CadenaDeAfectosPorPetro"
cristal_tri,venezuela,#FuerzaPetro si ves el túnel sigue la luz no te distraigas. #CadenaDeAfectosPorPetro
diegoacvdot,"Medellín, Colombia","#CadenaDeAfectosPorPetro??

NO NO NO

#CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro #CadenaPerpetuaAPetro"
Emerencia1615,,"#CadenaDeAfectosPorPetro #PetroColombiaTeNecesita #FuerzaPetro #FuerzaPetroEstamosContigo 
🕯🌿🙏

Habla el futuro de Colombia. Hay esperanza ♥️ https://t.co/Zt9SuEW91l"
AlexrojB,Córdoba. Colombia,"#CadenaDeAfectosPorPetro
Dios lo bendiga Senador."
BatBogota,Bogotá,"#CadenaDeAfectosPorPetro Todo renacerá y estaremos ahí para admirar el milagro de la vida. Fuerza, querido líder."
OrlandoGranad18,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro ánimo petro de peores ha salido
diegoacvdot,"Medellín, Colombia",@DavidRacero @petrogustavo La tendencia no es #CadenaDeAfectosPorPetro sino #CadenaPerpetuaAPetro
Aladiestra1,,"#FelizLunes
Respetuosa sugerencia para Bogotá:
Dejen la bulla con una simple endoscopia que quieren transformar en otro falso sainete. 

@ClaudiaLopez va a convertir esa ciudad en un Guayaquil.

#CadenaDeAfectosPorPetro JA .. DESPIERTEN ! https://t.co/U15HaC0amS"
tabertica,Un lugar de la Mancha...,"@angelamrobledo envía a #CuidarNuestrosMedicosEs mensaje NO CREE en su ética ni confía en su compromiso Rechaza Cirugía en 🇨🇴
Prefiere Endoscopia en Cuba. Los médicos colombianos solo le sirven pa atacar al gbno y la #Ley100 q no han reformado.
#13Abril 
#CadenaDeAfectosPorPetro https://t.co/1bnFEP1128"
mikimiquito,,"#CadenaDeAfectosPorPetro el desespero y las ganas de figurar lo tienen jodido, comete errores tan graves como plantear un procedimiento  diagnóstico como quirúrgico para generar impacto y ahora se va a ver en la necesidad de sostenerse en la mentira moviendo quien sabe que cosas"
JTo_Judith,,"#CadenaDeAfectosPorPetro al lado de la plana mayor de los asesinos antiecologistas ELN, la impunidad de camaradas sádicos @PartidoFARC bien claro el bando enemigo paramilitares lo mismo impunidad también la impunidad de falsos positivos cuba  un país de mierda cuna del terrorismo"
AndresilloCas,Bogotá-Colombia,@petrogustavo Espero que te mejores pronto y que recuerdes todas las veces que la vida te ha sonreído. Eres un verdadero guerrero!!! #FuerzaPetro #PetroEstamosContigo #CadenaDeAfectosPorPetro @GustavoBolivar https://t.co/O44X6RJc6p
mchavarrob,,"#CadenaDeAfectosPorPetro Estre líder es yerba buena, no debe morir, es necesario para alimentar la esperanza."
Josecol123,,"#CadenaDeAfectosPorPetro Mucha fuerza al próximo Presidente de Colombia, te necesitamos vivo para sacar adelante a este país @petrogustavo"
CastingEnLinea,"Montréal, Québec",#CadenaDeAfectosPorPetro de todos los que soñamos con una Colombia con oportunidades para todos.
LostSorry,,Oremos por la salud de Petro #CadenaDeAfectosPorPetro
